phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Impact,impact,x_factor_unwind,x_factor,21.287746055923776,9.5794857251657,25.542450788815245,0.0,18.0,7.542450788815245,critical,10.62615428245029,Unwind through impact with chest and hips synced.,Slow-motion impact checkpoints: 10 reps.,183,64.5794857251657
Impact,impact,lag_release,lag_angle,100.0,2.0,174.4136018047036,160.0,180.0,0.0,strength,0.0,"Release lag at impact, not too early.",Impact bag with delayed release feel: 12 reps.,183,64.5794857251657
Impact,impact,arm_extension,lead_arm_angle,100.0,30.0,163.95776354407235,155.0,175.0,0.0,strength,0.0,Extend lead arm through strike for compression.,One-arm extension drill: 2 x 8 reps.,183,64.5794857251657
Impact,impact,wrist_angle,wrist_angle,100.0,10.0,174.4136018047036,150.0,180.0,0.0,strength,0.0,Maintain wrist structure through contact.,Punch-shot impact control drill: 2 x 10 reps.,183,64.5794857251657
Impact,impact,stability,head_displacement,100.0,13.0,0.03073835140009635,0.0,3.0,0.0,strength,0.0,Stabilize head and trunk through impact.,"Impact hold drill: freeze 1s after contact, 10 reps.",183,64.5794857251657
Follow-through,follow_through,arm_swing,lead_arm_angle,0.0,0.0,36.95535724547981,160.0,175.0,-123.0446427545202,critical,3.0,Allow natural arm fold around the body.,Finish-wrap rehearsal drill: 2 x 8 reps.,185,63.51733542288887
Follow-through,follow_through,deceleration,x_factor,35.17335422888871,3.5173354228888716,22.765329154222258,10.0,20.0,2.7653291542222576,critical,0.648266457711113,Decelerate smoothly after release.,Three-quarter finish hold drill: 8 reps.,185,63.51733542288887
Follow-through,follow_through,posture,spine_angle,100.0,35.0,-25.674140546029072,-30.0,20.0,0.0,strength,0.0,Keep posture as chest rotates to target.,Post-impact posture checkpoints: 10 reps.,185,63.51733542288887
Follow-through,follow_through,rotation,hip_rotation,100.0,25.0,166.82596934105948,165.0,180.0,0.0,strength,0.0,Continue rotating to a complete exit.,Belt-buckle-to-target drill: 2 x 10 reps.,185,63.51733542288887
Finish,finish,rotation,hip_rotation,96.06032979065262,19.212065958130523,175.78793404186948,160.0,175.0,0.7879340418694767,strength,0.031517361674779074,Complete body rotation fully toward target.,Step-and-turn finish drill: 2 x 8 reps.,227,99.21206595813052
Finish,finish,balance,head_displacement,100.0,35.0,0.1198720261624996,0.0,4.0,0.0,strength,0.0,Finish tall and balanced over lead side.,Finish pose holds: 6 reps x 3s.,227,99.21206595813052
Finish,finish,posture,spine_angle,100.0,25.0,-0.2806854441690494,-10.0,12.0,0.0,strength,0.0,Keep stable spine through the finish pose.,Finish mirror holds: 2 x 8 reps.,227,99.21206595813052
Finish,finish,symmetry,x_factor,100.0,20.0,3.90000184216305,0.0,6.0,0.0,strength,0.0,"Hold a controlled, symmetric finish position.",Count-to-two finish freeze drill: 10 reps.,227,99.21206595813052
