phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Top,top,posture,spine_angle,73.49132478921116,14.698264957842234,-14.362082050589322,-8.0,12.0,-6.362082050589322,moderate,0.42413880337262144,Maintain spine posture at the top without standing up.,Top freeze with posture check: 8 reps.,145,83.0108916400386
Top,top,stability,head_displacement,100.0,25.0,0.12285162424957288,0.0,3.0,0.0,strength,0.0,Minimize sway and keep head stable at transition.,Head-stability wall reference drill: 2 x 8 reps.,145,83.0108916400386
Top,top,wrist_angle,wrist_angle,100.0,20.0,146.48496537678835,130.0,180.0,0.0,strength,0.0,Preserve wrist set at the top into transition.,Top-to-transition pump drill: 10 reps.,145,83.0108916400386
Mid-downswing,mid_downswing,upper_body_lag,x_factor,75.0,22.5,0.28708091080474674,0.0,5.0,0.0,minor,1.875,Let torso follow hips; avoid throwing arms early.,Split-grip transition drill: 2 x 8 reps.,149,87.5
Mid-downswing,mid_downswing,kinematic_sequence,kinematic_sequence,66.66666666666666,9.999999999999998,,75.0,100.0,,moderate,1.2500000000000002,"Start down with lower body, then torso, then arms.",Step-through sequencing drill: 2 x 8 reps.,149,87.5
Mid-downswing,mid_downswing,lag,lag_angle,100.0,5.0,174.41908547717208,160.0,180.0,0.0,strength,0.0,Retain lag longer before release.,Pump-downswing lag drill: 3 x 6 reps.,149,87.5
Mid-downswing,mid_downswing,hip_rotation,hip_rotation,100.0,50.0,177.14824363134235,170.0,185.0,0.0,strength,0.0,Rotate hips through the downswing instead of sliding.,Chair-hip rotation drill: 2 x 10 reps.,149,87.5
Impact,impact,x_factor_unwind,x_factor,0.0,0.0,0.6193396354954359,0.0,18.0,0.0,critical,13.5,Unwind through impact with chest and hips synced.,Slow-motion impact checkpoints: 10 reps.,152,35.71428571428571
Impact,impact,lag_release,lag_angle,100.0,2.0,163.08977837977014,160.0,180.0,0.0,strength,0.0,"Release lag at impact, not too early.",Impact bag with delayed release feel: 12 reps.,152,35.71428571428571
Impact,impact,wrist_angle,wrist_angle,100.0,10.0,163.08977837977014,150.0,180.0,0.0,strength,0.0,Maintain wrist structure through contact.,Punch-shot impact control drill: 2 x 10 reps.,152,35.71428571428571
Impact,impact,stability,head_displacement,100.0,13.0,0.06387025801040129,0.0,3.0,0.0,strength,0.0,Stabilize head and trunk through impact.,"Impact hold drill: freeze 1s after contact, 10 reps.",152,35.71428571428571
Follow-through,follow_through,deceleration,x_factor,50.0,5.0,4.520045531561777,10.0,20.0,-5.479954468438223,critical,0.25,Decelerate smoothly after release.,Three-quarter finish hold drill: 8 reps.,155,84.33629592668925
Follow-through,follow_through,posture,spine_angle,100.0,35.0,-2.3166121971818696,-30.0,20.0,0.0,strength,0.0,Keep posture as chest rotates to target.,Post-impact posture checkpoints: 10 reps.,155,84.33629592668925
Follow-through,follow_through,arm_swing,lead_arm_angle,100.0,30.0,166.46434500430104,160.0,175.0,0.0,strength,0.0,Allow natural arm fold around the body.,Finish-wrap rehearsal drill: 2 x 8 reps.,155,84.33629592668925
Follow-through,follow_through,rotation,hip_rotation,100.0,25.0,176.0013454744754,165.0,180.0,0.0,strength,0.0,Continue rotating to a complete exit.,Belt-buckle-to-target drill: 2 x 10 reps.,155,84.33629592668925
Finish,finish,rotation,hip_rotation,87.07328322155959,17.41465664431192,177.58534335568808,160.0,175.0,2.5853433556880816,minor,0.025853433556880818,Complete body rotation fully toward target.,Step-and-turn finish drill: 2 x 8 reps.,179,97.37333405056077
Finish,finish,balance,head_displacement,100.0,35.0,0.05003662537607284,0.0,4.0,0.0,strength,0.0,Finish tall and balanced over lead side.,Finish pose holds: 6 reps x 3s.,179,97.37333405056077
Finish,finish,posture,spine_angle,100.0,25.0,-4.657643713214374,-10.0,12.0,0.0,strength,0.0,Keep stable spine through the finish pose.,Finish mirror holds: 2 x 8 reps.,179,97.37333405056077
Finish,finish,symmetry,x_factor,100.0,20.0,0.8178755776138757,0.0,6.0,0.0,strength,0.0,"Hold a controlled, symmetric finish position.",Count-to-two finish freeze drill: 10 reps.,179,97.37333405056077
