phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Impact,impact,lag_release,lag_angle,100.0,2.0,165.17035958410176,160.0,180.0,0.0,strength,0.0,"Release lag at impact, not too early.",Impact bag with delayed release feel: 12 reps.,218,62.5
Impact,impact,wrist_angle,wrist_angle,100.0,10.0,165.17035958410176,150.0,180.0,0.0,strength,0.0,Maintain wrist structure through contact.,Punch-shot impact control drill: 2 x 10 reps.,218,62.5
Impact,impact,stability,head_displacement,100.0,13.0,0.028079245419148986,0.0,3.0,0.0,strength,0.0,Stabilize head and trunk through impact.,"Impact hold drill: freeze 1s after contact, 10 reps.",218,62.5
Follow-through,follow_through,deceleration,x_factor,18.057778261419287,1.8057778261419288,26.188444347716143,10.0,20.0,6.188444347716143,critical,0.8194222173858071,Decelerate smoothly after release.,Three-quarter finish hold drill: 8 reps.,219,85.75915164072418
Follow-through,follow_through,arm_swing,lead_arm_angle,79.84457938194083,23.95337381458225,177.01554206180592,160.0,175.0,2.0155420618059168,minor,0.604662618541775,Allow natural arm fold around the body.,Finish-wrap rehearsal drill: 2 x 8 reps.,219,85.75915164072418
Follow-through,follow_through,posture,spine_angle,100.0,35.0,-16.355036382964048,-30.0,20.0,0.0,strength,0.0,Keep posture as chest rotates to target.,Post-impact posture checkpoints: 10 reps.,219,85.75915164072418
Follow-through,follow_through,rotation,hip_rotation,100.0,25.0,174.431877069224,165.0,180.0,0.0,strength,0.0,Continue rotating to a complete exit.,Belt-buckle-to-target drill: 2 x 10 reps.,219,85.75915164072418
Finish,finish,symmetry,x_factor,50.0,10.0,8.263317465127443,0.0,6.0,2.263317465127443,critical,0.4,"Hold a controlled, symmetric finish position.",Count-to-two finish freeze drill: 10 reps.,236,85.39662901648933
Finish,finish,rotation,hip_rotation,76.98314508244664,15.396629016489328,179.60337098351067,160.0,175.0,4.603370983510672,minor,0.1841348393404269,Complete body rotation fully toward target.,Step-and-turn finish drill: 2 x 8 reps.,236,85.39662901648933
Finish,finish,balance,head_displacement,100.0,35.0,0.13099842283580979,0.0,4.0,0.0,strength,0.0,Finish tall and balanced over lead side.,Finish pose holds: 6 reps x 3s.,236,85.39662901648933
Finish,finish,posture,spine_angle,100.0,25.0,-0.2601847239775266,-10.0,12.0,0.0,strength,0.0,Keep stable spine through the finish pose.,Finish mirror holds: 2 x 8 reps.,236,85.39662901648933
