phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Top,top,wrist_angle,wrist_angle,50.0,10.0,140.18797048327286,145.0,180.0,-4.8120295167271365,critical,0.8,Preserve wrist set at the top into transition.,Top-to-transition pump drill: 10 reps.,66,90.0
Top,top,coil,shoulder_rotation,100.0,35.0,171.99888362960812,170.0,185.0,0.0,strength,0.0,Reach a full but balanced top turn.,Top-position hold drill: 6 reps x 3s hold.,66,90.0
Top,top,posture,spine_angle,100.0,20.0,-2.342549936270249,-8.0,12.0,0.0,strength,0.0,Maintain spine posture at the top without standing up.,Top freeze with posture check: 8 reps.,66,90.0
Top,top,stability,head_displacement,100.0,25.0,0.04627495992247835,0.0,3.0,0.0,strength,0.0,Minimize sway and keep head stable at transition.,Head-stability wall reference drill: 2 x 8 reps.,66,90.0
Mid-downswing,mid_downswing,kinematic_sequence,kinematic_sequence,16.666666666666664,2.4999999999999996,,75.0,100.0,,critical,3.1250000000000004,"Start down with lower body, then torso, then arms.",Step-through sequencing drill: 2 x 8 reps.,70,79.51514497214627
Mid-downswing,mid_downswing,upper_body_lag,x_factor,73.38381657382092,22.015144972146278,5.194657637687982,0.0,5.0,0.19465763768798183,moderate,1.9962137569634306,Let torso follow hips; avoid throwing arms early.,Split-grip transition drill: 2 x 8 reps.,70,79.51514497214627
Mid-downswing,mid_downswing,lag,lag_angle,100.0,5.0,171.6141759529039,160.0,180.0,0.0,strength,0.0,Retain lag longer before release.,Pump-downswing lag drill: 3 x 6 reps.,70,79.51514497214627
Mid-downswing,mid_downswing,hip_rotation,hip_rotation,100.0,50.0,176.63840830249643,170.0,185.0,0.0,strength,0.0,Rotate hips through the downswing instead of sliding.,Chair-hip rotation drill: 2 x 10 reps.,70,79.51514497214627
Impact,impact,lag_release,lag_angle,100.0,2.0,169.9457336027981,160.0,180.0,0.0,strength,0.0,"Release lag at impact, not too early.",Impact bag with delayed release feel: 12 reps.,74,100.0
Impact,impact,x_factor_unwind,x_factor,100.0,45.0,6.124946305918854,0.0,18.0,0.0,strength,0.0,Unwind through impact with chest and hips synced.,Slow-motion impact checkpoints: 10 reps.,74,100.0
Impact,impact,arm_extension,lead_arm_angle,100.0,30.0,162.45575348676994,155.0,175.0,0.0,strength,0.0,Extend lead arm through strike for compression.,One-arm extension drill: 2 x 8 reps.,74,100.0
Impact,impact,wrist_angle,wrist_angle,100.0,10.0,169.9457336027981,150.0,180.0,0.0,strength,0.0,Maintain wrist structure through contact.,Punch-shot impact control drill: 2 x 10 reps.,74,100.0
Impact,impact,stability,head_displacement,100.0,13.0,0.008684053357010025,0.0,3.0,0.0,strength,0.0,Stabilize head and trunk through impact.,"Impact hold drill: freeze 1s after contact, 10 reps.",74,100.0
Follow-through,follow_through,deceleration,x_factor,100.0,10.0,12.41174876231463,10.0,20.0,0.0,strength,0.0,Decelerate smoothly after release.,Three-quarter finish hold drill: 8 reps.,76,100.0
Follow-through,follow_through,posture,spine_angle,100.0,35.0,-15.94770988311918,-30.0,20.0,0.0,strength,0.0,Keep posture as chest rotates to target.,Post-impact posture checkpoints: 10 reps.,76,100.0
Follow-through,follow_through,arm_swing,lead_arm_angle,100.0,30.0,171.6287169875324,160.0,175.0,0.0,strength,0.0,Allow natural arm fold around the body.,Finish-wrap rehearsal drill: 2 x 8 reps.,76,100.0
Follow-through,follow_through,rotation,hip_rotation,100.0,25.0,169.74970913165077,165.0,180.0,0.0,strength,0.0,Continue rotating to a complete exit.,Belt-buckle-to-target drill: 2 x 10 reps.,76,100.0
Finish,finish,posture,spine_angle,94.50681132489882,23.626702831224705,-11.098637735020237,-10.0,12.0,-1.0986377350202368,strength,0.0549318867510118,Keep stable spine through the finish pose.,Finish mirror holds: 2 x 8 reps.,91,97.95978865443094
Finish,finish,rotation,hip_rotation,96.66542911603116,19.333085823206233,175.66691417679377,160.0,175.0,0.6669141767937674,strength,0.026676567071750697,Complete body rotation fully toward target.,Step-and-turn finish drill: 2 x 8 reps.,91,97.95978865443094
Finish,finish,balance,head_displacement,100.0,35.0,0.07222859297157912,0.0,4.0,0.0,strength,0.0,Finish tall and balanced over lead side.,Finish pose holds: 6 reps x 3s.,91,97.95978865443094
Finish,finish,symmetry,x_factor,100.0,20.0,0.6757754052532619,0.0,6.0,0.0,strength,0.0,"Hold a controlled, symmetric finish position.",Count-to-two finish freeze drill: 10 reps.,91,97.95978865443094
